AT,AP,AH,AFDP,CDP,GTEP,P_oil,P_suc,P_dis,TIT,TAT,T_bearing,T_oil,m_fuel,m_air,V_shaft,N1,P_out,CO,N2,EGT,dEGT,HR,SM,NOx,EGT_Expected,EGT_norm,SM_prox,eta_resid,AFDP_ma,dP_filter,V_harm_1x,V_harm_2x,fault_type
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.496,1000.0,100.0,10.0,66.789,180.0,50.0,61.92969648812721,450.0,3.2056113801658523,9000.0,23.221963460471088,20.0,691.6,0.6506651243493349,0.2259345513176304,-1.0,8.0,0.0,10.075637610923582,5.521215871057389,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.477,1000.0,100.0,10.0,66.905,180.0,50.0,61.39136697520243,450.0,3.3351149313204598,9000.0,23.39369433494351,20.0,691.6,0.6506651243493349,0.2202101888352163,-1.0,8.0,0.0,10.425150436827018,5.089007625005566,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.484,1000.0,100.0,10.0,66.902,180.0,50.0,61.474130244192835,450.0,2.364883203340069,9000.0,23.461264092431765,20.0,691.6,0.6506651243493349,0.21795786358560781,-1.0,8.0,0.0,9.697167996539363,5.501506290597589,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.488,1000.0,100.0,10.0,66.96,180.0,50.0,61.69912932457932,450.0,17.902623150678874,9000.0,23.894186815176894,20.0,691.6,0.6506651243493349,0.2035271061607702,-1.0,8.0,0.0,10.688362690179654,4.712143907868053,combustion
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.512,1000.0,100.0,10.0,66.909,180.0,50.0,62.23592151908601,450.0,3.811969651829689,9000.0,23.13110582728892,20.0,691.6,0.6506651243493349,0.22896313909036933,-1.0,8.0,0.0,10.17263920265976,4.833364169461365,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.477,1000.0,100.0,10.0,66.834,180.0,50.0,62.75437261768296,450.0,2.6736524987264705,9266.824457775912,18.936503532095085,20.0,691.6,0.6506651243493349,0.21475358303278244,-1.0,8.0,0.0,10.240622909625044,5.2938826794801805,compressor
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.473,1000.0,100.0,10.0,66.797,180.0,50.0,62.93550108180376,450.0,2.6755103613508147,9000.0,22.63526819673147,20.0,691.6,0.6506651243493349,0.245491060108951,-1.0,8.0,0.0,10.274364668857888,4.039698998091737,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.477,1000.0,100.0,10.0,66.876,180.0,50.0,61.60789403114134,450.0,1.5792025444344229,9000.0,24.610181111657766,20.0,691.6,0.6506651243493349,0.17966062961140777,-1.0,8.0,0.0,9.601495380313935,4.626623200873461,normal
3.0,980.0,20.0,8.0,15.515676634018034,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.496,1000.0,100.0,10.0,66.971,176.5243918620745,50.0,61.528512946502936,450.0,5.957682682474399,9000.0,22.933491940120575,20.0,691.6,0.6506651243493349,0.2355502686626475,-1.0,8.0,0.0,9.06713956829997,5.361611933298587,filter fouling
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.484,1000.0,100.0,10.0,69.213,180.0,50.0,62.323726278829724,450.0,4.1572353390635755,9000.0,23.287833876955762,20.0,691.6,0.6506651243493349,0.22373887076814125,-1.0,8.0,0.0,9.462598666457449,5.162788263363031,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.469,1000.0,100.0,10.0,69.137,180.0,50.0,62.29571202107241,450.0,2.2743999608534597,9000.0,22.870680132018446,20.0,691.6,0.6506651243493349,0.23764399559938512,-1.0,8.0,0.0,10.815261428693182,5.342569269846233,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.473,1000.0,100.0,10.0,69.251,180.0,50.0,62.600536406461266,450.0,5.617095499204036,9000.0,23.037480303412668,20.0,691.6,0.6506651243493349,0.2320839898862444,-1.0,8.0,0.0,10.650341985160242,4.891583689520347,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.367,1000.0,100.0,10.0,69.049,180.0,50.0,62.950488271300394,450.0,2.879102380411254,9000.0,22.95321799443585,20.0,691.6,0.6506651243493349,0.23489273351880502,-1.0,8.0,0.0,9.826539316011015,5.197399783561092,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1002.5168065504834,500.0,60.0,52.285,1000.0,100.0,10.0,69.196,180.0,50.0,61.83760426720325,465.1118817749223,7.180119210964121,9527.518898570886,23.50014123526253,24.068237103392363,691.6,0.6506651243493349,0.21666195882458236,-1.0,8.0,0.0,9.849161836481928,4.744204505424112,hot_section
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.301,1000.0,100.0,10.0,69.659,180.0,50.0,63.13144210405439,450.0,6.042444578438266,9000.0,23.419693283526822,20.0,691.6,0.6506651243493349,0.2193435572157726,-1.0,8.0,0.0,10.518302938617927,4.519813871332161,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.207,1000.0,100.0,10.0,69.566,180.0,50.0,61.777702040864334,450.0,2.925806020867774,9000.0,23.294647602859918,20.0,691.6,0.6506651243493349,0.22351174657133607,-1.0,8.0,0.0,9.915795063623207,4.4068217591991825,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.141,1000.0,100.0,10.0,69.157,180.0,50.0,60.30527295397449,450.0,3.182201819582421,9000.0,23.092981970052826,20.0,691.6,0.6506651243493349,0.2302339343315725,-1.0,8.0,0.0,9.35037006493461,4.806901650139351,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.129,1000.0,100.0,10.0,69.201,180.0,50.0,61.28715600869326,450.0,4.082360040698355,9000.0,23.86210149470477,20.0,691.6,0.6506651243493349,0.20459661684317432,-1.0,8.0,0.0,10.63277154629808,4.807870502151425,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.059,1000.0,100.0,10.0,69.409,180.0,50.0,63.06232736500862,450.0,6.28517844558023,9000.0,22.54407510734828,20.0,691.6,0.6506651243493349,0.2485308297550573,-1.0,8.0,0.0,10.238589288956966,4.779717910841151,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.047,1000.0,100.0,10.0,69.566,180.0,50.0,63.19840649927376,450.0,4.040074581732624,9000.0,22.958297428389074,20.0,691.6,0.6506651243493349,0.23472341905369756,-1.0,8.0,0.0,8.741830142498225,3.7579182601507224,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.066,1000.0,100.0,10.0,69.553,180.0,50.0,62.126392534199844,450.0,1.6017657477095395,9000.0,23.20063536550726,20.0,691.6,0.6506651243493349,0.22664548781642466,-1.0,8.0,0.0,9.843404947235062,4.300488739987211,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,52.047,1000.0,100.0,10.0,69.143,180.0,50.0,60.98701608708043,450.0,5.08775400822436,9000.0,23.042979490758043,20.0,691.6,0.6506651243493349,0.23190068364139857,-1.0,8.0,0.0,10.07183510164217,4.813578628782291,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,51.957,1000.0,100.0,10.0,69.539,180.0,50.0,61.96709200965775,450.0,3.030020551476552,9000.0,23.606191846585645,20.0,691.6,0.6506651243493349,0.21312693844714517,-1.0,8.0,0.0,10.240623413529395,5.100455819659143,normal
3.0,980.0,20.0,8.0,14.909816895630906,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,51.875,1000.0,100.0,10.0,69.307,180.0,50.0,61.38632975402914,450.0,7.775847943058933,9142.773992658242,23.356090764130283,20.0,691.6,0.6506651243493349,0.18638589918625487,-1.0,8.0,0.0,10.076075594655817,4.797422581233534,compressor
3.0,980.0,20.0,8.0,15.279990543736078,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,51.875,1000.0,100.0,10.0,69.29,177.51761291936867,50.0,62.65560786074093,450.0,3.9977605560042195,9000.0,22.56695989796942,20.0,691.6,0.6506651243493349,0.24776800340101937,-1.0,8.0,0.0,9.682129101378187,4.693085979877254,filter fouling
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,51.789,1000.0,100.0,10.0,69.35,180.0,50.0,62.42453459026067,450.0,0.47007099579733236,9000.0,24.606075598018837,20.0,691.6,0.6506651243493349,0.17979748006603877,-1.0,8.0,0.0,9.942120477985005,4.1920343333969265,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1014.1790394815716,500.0,60.0,51.719,1000.0,100.0,10.0,69.111,180.0,50.0,62.05827552771998,463.94217074775065,12.535598338962114,9363.034006421189,22.79838377145707,28.818685807776543,691.6,0.6506651243493349,0.24005387428476438,-1.0,8.0,0.0,10.1474001589718,5.707524663641576,hot_section
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.1471178779249,500.0,60.0,51.707,1000.0,100.0,10.0,69.076,180.0,50.0,64.10268382966187,450.0,17.0250296241924,9000.0,23.579838873157264,20.0,691.6,0.6506651243493349,0.21400537089475785,-1.0,8.0,0.0,9.865997957192992,4.614611052186576,combustion
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,51.73,1000.0,100.0,10.0,69.21,180.0,50.0,62.32619391987283,450.0,7.151840577090779,9000.0,22.958608729144064,20.0,691.6,0.6506651243493349,0.23471304236186452,-1.0,8.0,0.0,9.814049640146896,5.589188823194683,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,51.68,1000.0,100.0,10.0,69.386,180.0,50.0,61.56989929207795,450.0,7.661908577513131,9000.0,22.885495273975952,20.0,691.6,0.6506651243493349,0.23715015753413493,-1.0,8.0,0.0,10.626041969332409,5.546240070947741,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,51.625,1000.0,100.0,10.0,69.156,180.0,50.0,62.47511003727358,450.0,1.960479629237073,9000.0,23.067706449874397,20.0,691.6,0.6506651243493349,0.23107645167085344,-1.0,8.0,0.0,9.526696157365373,5.095875173065326,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,51.301,1000.0,100.0,10.0,69.205,180.0,50.0,63.544091714410676,450.0,5.8243047919535575,9352.833151237164,19.334241218989305,20.0,691.6,0.6506651243493349,0.2190878459249293,-1.0,8.0,0.0,9.825268264445043,4.7995867082280625,compressor
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,51.535,1000.0,100.0,10.0,69.275,180.0,50.0,62.442826275246574,450.0,2.5560109205265764,9000.0,22.91755332383071,20.0,691.6,0.6506651243493349,0.23608155587230967,-1.0,8.0,0.0,8.984365493475455,5.046275435913792,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,51.137,1000.0,100.0,10.0,69.094,180.0,50.0,63.43785107928356,450.0,4.448578798833849,9000.0,23.421312371233252,20.0,691.6,0.6506651243493349,0.21928958762555825,-1.0,8.0,0.0,10.270484981725705,4.5964353090862256,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,51.125,1000.0,100.0,10.0,69.124,180.0,50.0,61.02454113299418,450.0,1.454095142520535,9000.0,22.87966508915102,20.0,691.6,0.6506651243493349,0.23734449702829938,-1.0,8.0,0.0,10.414132229923442,5.091255544344296,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,51.465,1000.0,100.0,10.0,69.148,180.0,50.0,62.89064797928503,450.0,2.7110884702345674,9000.0,23.42310893698682,20.0,691.6,0.6506651243493349,0.2192297021004393,-1.0,8.0,0.0,10.274243416298292,5.001033251747357,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,51.426,1000.0,100.0,10.0,69.455,180.0,50.0,62.738078015491766,450.0,2.6475066052727696,9000.0,23.624075030697412,20.0,691.6,0.6506651243493349,0.21253083231008627,-1.0,8.0,0.0,10.458836243730614,5.186188893781891,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,51.129,1000.0,100.0,10.0,69.302,180.0,50.0,62.12118128604055,450.0,5.797110560285232,9000.0,22.85118762141492,20.0,691.6,0.6506651243493349,0.23829374595283603,-1.0,8.0,0.0,10.22035337238178,5.332652897025324,normal
3.0,980.0,20.0,8.0,15.140067186077033,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,50.977,1000.0,100.0,10.0,69.129,172.5690351670046,50.0,62.83765550533985,450.0,5.601438243339311,9000.0,24.321710903363897,20.0,691.6,0.6506651243493349,0.18927630322120342,-1.0,8.0,0.0,10.171257695476704,5.606493470594495,filter fouling
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0099967820754,500.0,60.0,50.977,1000.0,100.0,10.0,69.246,180.0,50.0,63.97143290805562,450.0,8.797072939810434,9000.0,23.058503681860522,20.0,691.6,0.6506651243493349,0.23138321060464928,-1.0,8.0,0.0,10.236973533494007,4.864089457919171,combustion
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,50.891,1000.0,100.0,10.0,69.041,180.0,50.0,61.69951725150323,450.0,1.299157163889229,9000.0,22.77021136118481,20.0,691.6,0.6506651243493349,0.24099295462717302,-1.0,8.0,0.0,9.86634578402336,5.36518594621575,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,50.914,1000.0,100.0,10.0,69.005,180.0,50.0,63.653048089346186,450.0,3.37672113210056,9000.0,23.683246176385964,20.0,691.6,0.6506651243493349,0.21055846078713453,-1.0,8.0,0.0,10.594163931298201,4.722915646779885,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,50.738,1000.0,100.0,10.0,69.294,180.0,50.0,61.82824991205496,450.0,2.507767034114548,9000.0,23.993186577693034,20.0,691.6,0.6506651243493349,0.20022711407689886,-1.0,8.0,0.0,9.825713967492922,4.686902268367559,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,50.75,1000.0,100.0,10.0,69.059,180.0,50.0,60.30347920490424,450.0,5.739351513388982,9000.0,23.66701029954707,20.0,691.6,0.6506651243493349,0.21109965668176436,-1.0,8.0,0.0,9.268824037422403,4.783680247638219,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,50.754,1000.0,100.0,10.0,69.118,180.0,50.0,61.115058889952216,450.0,6.3563697056343695,9000.0,21.952973160290945,20.0,691.6,0.6506651243493349,0.26823422799030183,-1.0,8.0,0.0,10.424891806809224,4.656312020473619,normal
3.0,980.0,20.0,8.0,15.89548387198629,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,51.113,1000.0,100.0,10.0,69.051,180.0,50.0,62.030421620568006,450.0,6.112771172061766,9293.83563437407,19.005532998240845,20.0,691.6,0.6506651243493349,0.234249616202694,-1.0,8.0,0.0,10.925351389975742,5.34309251141713,compressor
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,50.727,1000.0,100.0,10.0,69.164,180.0,50.0,63.88332607934836,450.0,2.489561161165959,9000.0,22.944271058423997,20.0,691.6,0.6506651243493349,0.23519096471920012,-1.0,8.0,0.0,9.519924440354684,5.323134398461605,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,50.766,1000.0,100.0,10.0,69.164,180.0,50.0,62.377394595590076,450.0,1.4790662445789584,9000.0,23.764446220817064,20.0,691.6,0.6506651243493349,0.2078517926394312,-1.0,8.0,0.0,9.949184435203572,5.445309111463787,normal
3.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,50.77,1000.0,100.0,10.0,69.191,180.0,50.0,60.97984151229977,450.0,0.46607620373989134,9000.0,22.99040631241172,20.0,691.6,0.6506651243493349,0.2336531229196093,-1.0,8.0,0.0,9.657278994640986,4.991144884757558,normal
20.0,980.0,20.0,8.0,15.211080441547955,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,50.648,1000.0,100.0,10.0,69.199,173.95431247850195,50.0,60.3073033662002,450.0,6.843253956164417,9000.0,23.621682420301024,20.0,691.6,0.6506651243493349,0.21261058598996588,-1.0,8.0,0.0,9.80970837493624,5.096033558630547,filter fouling
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,48.598,1000.0,100.0,10.0,69.282,180.0,50.0,62.30687552766937,450.0,3.197490121360352,9000.0,23.7296257860673,20.0,691.6,0.6506651243493349,0.2090124737977567,-1.0,8.0,0.0,10.023046485889829,4.7975505504899765,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.953,1000.0,100.0,10.0,69.102,180.0,50.0,63.238698413507194,450.0,2.4985507634697752,9000.0,22.720372925678877,20.0,691.6,0.6506651243493349,0.2426542358107041,-1.0,8.0,0.0,9.379095773609416,4.597163563252588,normal
20.0,980.0,20.0,8.0,15.881300125402447,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.453,1000.0,100.0,10.0,69.078,174.28574264745737,50.0,60.67977667997949,450.0,7.2853205868724675,9000.0,23.963776058763152,20.0,691.6,0.6506651243493349,0.20120746470789494,-1.0,8.0,0.0,9.861173164366356,5.156456352686045,filter fouling
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,47.039,1000.0,100.0,10.0,69.073,180.0,50.0,62.09092918222298,450.0,6.530319890976654,9000.0,23.236982616145696,20.0,691.6,0.6506651243493349,0.2254339127951435,-1.0,8.0,0.0,9.267016306808806,5.093930588960788,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.719,1000.0,100.0,10.0,69.078,180.0,50.0,61.645631919083534,450.0,4.048897443839573,9000.0,23.244011396851015,20.0,691.6,0.6506651243493349,0.22519962010496616,-1.0,8.0,0.0,9.71588618102926,4.612545357229797,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.547,1000.0,100.0,10.0,68.948,180.0,50.0,62.88559200163193,450.0,3.4131938178720524,9000.0,22.75211604611156,20.0,691.6,0.6506651243493349,0.24159613179628134,-1.0,8.0,0.0,9.406965173006757,5.204866363326312,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.363,1000.0,100.0,10.0,68.997,180.0,50.0,62.04299905696104,450.0,3.7357975743737497,9000.0,23.502830812616914,20.0,691.6,0.6506651243493349,0.21657230624610288,-1.0,8.0,0.0,9.470469650269928,4.390395430090095,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,46.047,1000.0,100.0,10.0,69.066,180.0,50.0,62.18124311273015,450.0,4.4543255967749324,9000.0,23.368266260847157,20.0,691.6,0.6506651243493349,0.22105779130509476,-1.0,8.0,0.0,9.1400446596709,4.937350530556413,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,45.785,1000.0,100.0,10.0,68.98,180.0,50.0,60.882694703056345,450.0,7.200094562639216,9000.0,23.007819483252483,20.0,691.6,0.6506651243493349,0.2330726838915839,-1.0,8.0,0.0,10.609677294366318,4.779390157009569,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,45.613,1000.0,100.0,10.0,68.91,180.0,50.0,61.34273973997341,450.0,4.844934848474454,9000.0,23.693164263215237,20.0,691.6,0.6506651243493349,0.21022785789282541,-1.0,8.0,0.0,10.254529542369774,4.814753324322022,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,45.391,1000.0,100.0,10.0,69.008,180.0,50.0,61.43575831763998,450.0,5.4520580660782825,9000.0,23.19917024519662,20.0,691.6,0.6506651243493349,0.2266943251601127,-1.0,8.0,0.0,9.041267978271753,4.62078978567118,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,45.309,1000.0,100.0,10.0,68.95,180.0,50.0,62.24733149472875,450.0,6.338540218140343,9000.0,23.626177131643583,20.0,691.6,0.6506651243493349,0.2124607622785472,-1.0,8.0,0.0,9.701586202976063,5.333372932011663,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,45.125,1000.0,100.0,10.0,68.944,180.0,50.0,61.70157324724171,450.0,1.6606479979511621,9000.0,24.175604099668476,20.0,691.6,0.6506651243493349,0.1941465300110508,-1.0,8.0,0.0,9.664780700048464,5.198081874217193,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,44.887,1000.0,100.0,10.0,68.993,180.0,50.0,62.54178311238841,450.0,5.509723784948086,9000.0,22.942473226224287,20.0,691.6,0.6506651243493349,0.23525089245919042,-1.0,8.0,0.0,9.654527935915702,5.414197093383911,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,44.809,1000.0,100.0,10.0,68.972,180.0,50.0,61.55109040146929,450.0,3.4108624906767773,9000.0,23.127805239356185,20.0,691.6,0.6506651243493349,0.22907315868812717,-1.0,8.0,0.0,9.276558243721757,5.045674072025812,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,44.617,1000.0,100.0,10.0,68.946,180.0,50.0,61.8487958244125,450.0,1.032190391545532,9000.0,23.405392192349247,20.0,691.6,0.6506651243493349,0.2198202602550251,-1.0,8.0,0.0,10.377192860684229,4.545681221031444,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,44.465,1000.0,100.0,10.0,69.011,180.0,50.0,63.323852372474555,450.0,0.25633908397162397,9000.0,22.41405828480616,20.0,691.6,0.6506651243493349,0.2528647238397947,-1.0,8.0,0.0,9.802068107246,4.867349468719315,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1013.1981320474895,500.0,60.0,44.371,1000.0,100.0,10.0,68.988,180.0,50.0,62.06861225823926,458.3357062176319,8.193250148948707,9101.040584502218,23.753260271410863,34.18690103400003,691.6,0.6506651243493349,0.2082246576196379,-1.0,8.0,0.0,10.234074454744757,4.582968768119259,hot_section
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,44.199,1000.0,100.0,10.0,68.956,180.0,50.0,61.93413935412769,450.0,5.062446457185163,9000.0,22.670343455636463,20.0,691.6,0.6506651243493349,0.24432188481211792,-1.0,8.0,0.0,10.263377882583214,5.156378307742976,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,44.141,1000.0,100.0,10.0,69.02,180.0,50.0,60.58001580155688,450.0,4.227599130680593,9000.0,23.312735678278358,20.0,691.6,0.6506651243493349,0.22290881072405475,-1.0,8.0,0.0,10.687722655835444,5.419547075166888,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,43.988,1000.0,100.0,10.0,69.02,180.0,50.0,62.55676199905383,450.0,4.368733414351328,9000.0,23.666079057312093,20.0,691.6,0.6506651243493349,0.21113069808959692,-1.0,8.0,0.0,9.09256386112843,5.110631637052857,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,43.988,1000.0,100.0,10.0,69.069,180.0,50.0,61.78118312744226,450.0,7.901886965373384,9000.0,23.614913931352948,20.0,691.6,0.6506651243493349,0.21283620228823505,-1.0,8.0,0.0,10.869301055712477,4.785617680149122,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,43.828,1000.0,100.0,10.0,68.859,180.0,50.0,62.51212736073748,450.0,4.372946362707456,9000.0,22.481791451677715,20.0,691.6,0.6506651243493349,0.2506069516107428,-1.0,8.0,0.0,10.634407636945616,4.865835507130802,combustion
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,43.824,1000.0,100.0,10.0,68.788,180.0,50.0,62.82023215719989,450.0,3.945133291632553,9000.0,24.102396459777548,20.0,691.6,0.6506651243493349,0.19658678467408172,-1.0,8.0,0.0,10.286532996167754,5.066657500933326,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,43.746,1000.0,100.0,10.0,68.835,180.0,50.0,62.84339337053568,450.0,4.608871045627631,9000.0,23.44098358459695,20.0,691.6,0.6506651243493349,0.21863388051343502,-1.0,8.0,0.0,11.191796114617059,4.488874912257332,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,43.656,1000.0,100.0,10.0,68.95,180.0,50.0,62.43886495200469,450.0,2.527453766923329,9000.0,23.532024074664253,20.0,691.6,0.6506651243493349,0.21559919751119155,-1.0,8.0,0.0,10.102489298963615,5.047110750140844,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,43.551,1000.0,100.0,10.0,68.929,180.0,50.0,63.14560737152882,450.0,4.056653490165882,9000.0,23.6278082824444,20.0,691.6,0.6506651243493349,0.2124063905851867,-1.0,8.0,0.0,10.41073945803511,5.064224257133531,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,43.469,1000.0,100.0,10.0,68.75,180.0,50.0,60.99657244340698,450.0,0.8001013318313102,9000.0,23.23022755908431,20.0,691.6,0.6506651243493349,0.22565908136385637,-1.0,8.0,0.0,9.63079300936602,4.803914993521734,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,43.406,1000.0,100.0,10.0,69.168,180.0,50.0,61.85130521366103,450.0,6.819812434550055,9000.0,22.48007205524946,20.0,691.6,0.6506651243493349,0.25066426482501797,-1.0,8.0,0.0,10.567178703975914,4.848087656534117,normal
20.0,980.0,20.0,8.0,16.0,15.0,2.0,5.0,20.0,1000.0,500.0,60.0,43.324,1000.0,100.0,10.0,68.94,180.0,50.0,61.65566975894021,450.0,2.6367708949391324,9000.0,23.45225375795554,20.0,691.6,0.6506651243493349,0.2182582080681487,-1.0,8.0,0.0,10.083912984861207,5.053845625079739,normal
